% position (mm), X, 
-5.000000e-01	5.165768e-07
-4.949928e-01	8.742085e-07
-4.899857e-01	3.576303e-07
-4.849785e-01	2.384203e-07
-4.799714e-01	3.576305e-07
-4.749642e-01	6.357867e-07
-4.699571e-01	8.742077e-07
-4.649499e-01	1.033154e-06
-4.599428e-01	7.152598e-07
-4.549356e-01	8.344705e-07
-4.499285e-01	1.033153e-06
-4.449213e-01	7.152597e-07
-4.399142e-01	1.112627e-06
-4.349070e-01	1.192100e-06
-4.298999e-01	9.536810e-07
-4.248927e-01	7.549970e-07
-4.198856e-01	8.742077e-07
-4.148784e-01	7.549970e-07
-4.098712e-01	6.357875e-07
-4.048641e-01	5.960507e-07
-3.998569e-01	1.986835e-07
-3.948498e-01	5.960495e-07
-3.898426e-01	7.549982e-07
-3.848355e-01	7.152610e-07
-3.798283e-01	1.271574e-06
-3.748212e-01	1.430521e-06
-3.698140e-01	1.192101e-06
-3.648069e-01	1.152364e-06
-3.597997e-01	1.192100e-06
-3.547926e-01	1.549730e-06
-3.497854e-01	9.934168e-07
-3.447783e-01	1.192101e-06
-3.397711e-01	1.470257e-06
-3.347639e-01	1.748413e-06
-3.297568e-01	1.788150e-06
-3.247496e-01	1.788150e-06
-3.197425e-01	2.344463e-06
-3.147353e-01	2.622620e-06
-3.097282e-01	2.344463e-06
-3.047210e-01	2.463673e-06
-2.997139e-01	2.384200e-06
-2.947067e-01	2.741830e-06
-2.896996e-01	2.662357e-06
-2.846924e-01	2.940510e-06
-2.796853e-01	2.622620e-06
-2.746781e-01	2.423937e-06
-2.696710e-01	2.781563e-06
-2.646638e-01	2.821303e-06
-2.596567e-01	2.980248e-06
-2.546495e-01	2.741830e-06
-2.496423e-01	3.178932e-06
-2.446352e-01	2.900777e-06
-2.396280e-01	2.622620e-06
-2.346209e-01	2.622620e-06
-2.296137e-01	2.702093e-06
-2.246066e-01	2.384200e-06
-2.195994e-01	2.344463e-06
-2.145923e-01	2.503410e-06
-2.095851e-01	2.264990e-06
-2.045780e-01	1.629204e-06
-1.995708e-01	1.708677e-06
-1.945637e-01	1.231837e-06
-1.895565e-01	1.112627e-06
-1.845494e-01	1.033154e-06
-1.795422e-01	1.072890e-06
-1.745351e-01	5.960503e-07
-1.695279e-01	6.755235e-07
-1.645207e-01	1.589470e-07
-1.595136e-01	3.973665e-07
-1.545064e-01	-4.768405e-07
-1.494993e-01	-3.973683e-08
-1.444921e-01	-1.986832e-07
-1.394850e-01	-7.152600e-07
-1.344778e-01	-1.033155e-06
-1.294707e-01	-7.152602e-07
-1.244635e-01	-9.934165e-07
-1.194564e-01	-1.231837e-06
-1.144492e-01	-9.934162e-07
-1.094421e-01	-1.470257e-06
-1.044349e-01	-1.549730e-06
-9.942775e-02	-1.708677e-06
-9.442060e-02	-1.430520e-06
-8.941345e-02	-2.423937e-06
-8.440629e-02	-2.384200e-06
-7.939914e-02	-2.543147e-06
-7.439199e-02	-2.582883e-06
-6.938484e-02	-2.344463e-06
-6.437768e-02	-2.344463e-06
-5.937053e-02	-3.019983e-06
-5.436338e-02	-2.264990e-06
-4.935622e-02	-2.423937e-06
-4.434907e-02	-2.106043e-06
-3.934192e-02	-2.503410e-06
-3.433476e-02	-2.582883e-06
-2.932761e-02	-2.145780e-06
-2.432046e-02	-2.503410e-06
-1.931330e-02	-2.582883e-06
-1.430615e-02	-2.980248e-06
-9.298999e-03	-3.178928e-06
-4.291845e-03	-2.622620e-06
7.153076e-04	-3.139192e-06
5.722461e-03	-2.503410e-06
1.072961e-02	-2.900775e-06
1.573677e-02	-2.741830e-06
2.074392e-02	-2.821303e-06
2.575107e-02	-2.861040e-06
3.075823e-02	-2.662357e-06
3.576538e-02	-2.662357e-06
4.077253e-02	-2.384200e-06
4.577969e-02	-2.662357e-06
5.078684e-02	-2.384200e-06
5.579399e-02	-1.589467e-06
